@relation weka_12-weka.filters.unsupervised.attribute.Standardize

@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 {C1,C2,C3,C4}

@data
-0.89557,0.60185,5.6444,1.3456,0.42328,-1.647,3.727683,-0.101904,C1
-2.6715,3.0196,8.5472,-0.71977,-1.0239,-2.7163,3.84237,-0.621126,C1
-0.28053,6.5757,5.8573,0.83094,1.6157,-0.16727,0.200866,-0.644702,C1
0.043242,-2.3488,4.8365,0.03313,-0.70715,0.52619,2.079743,-0.740104,C1
1.3692,0.12883,7.1755,0.63826,0.67725,3.0284,5.607555,-0.373832,C1
-0.286,-2.0935,5.5782,-1.1324,-0.95837,-1.6032,0.753954,-0.921724,C1
-0.47852,-1.115,7.0235,-0.13779,-0.55863,1.0042,4.807445,1.61015,C1
-2.3819,-0.094437,7.138,0.45725,-1.1868,0.696,-2.081884,-0.816856,C1
1.9751,3.3733,4.8243,-0.77143,-0.059,0.29287,-0.288825,0.574357,C1
-0.69722,-0.81737,5.8896,-0.74813,-2.7286,-2.1975,5.666252,0.706474,C1
3.1611,-1.2717,6.5957,0.68672,-0.76155,-2.5322,-5.378942,-0.167176,C1
-0.60089,-0.77623,5.5593,-1.0052,2.199,-1.652,-0.589373,0.900163,C1
-0.76179,-2.4981,6.1538,-1.2165,-1.4667,1.3808,-1.90588,1.11955,C1
-0.96106,5.2409,6.4278,0.50704,3.0602,-0.37945,-3.377155,0.758355,C1
-0.62132,-1.9434,5.7623,0.38134,0.94664,-2.8303,1.069942,0.551308,C1
-2.0551,-2.7342,4.9803,-0.49876,-2.2976,-0.53693,-3.407784,-0.617143,C1
-1.1223,-0.71894,7.3101,-1.1343,-2.1338,0.49504,-2.41773,-0.48676,C1
-1.1223,2.3976,8.7552,0.58753,-1.6846,-0.93369,8.997167,-1.053795,C1
0.013377,0.1412,5.9078,-0.69884,-0.68451,-1.782,8.037283,-0.475683,C1
-1.6497,3.3251,6.2393,-0.48582,-1.3988,6.0948,6.035329,0.707997,C1
-2.3302,-0.30097,6.225,-1.2513,0.6761,2.4127,2.590723,0.67173,C1
3.6806,2.0291,6.1016,-1.1856,0.96591,-1.1267,5.626604,-1.778276,C1
3.3692,-0.11097,5.1574,-0.16948,2.2212,2.7909,0.350349,-0.030795,C1
-2.036,0.80374,8.5865,0.81496,0.92803,-1.191,5.501605,0.323911,C1
-0.82004,-1.3453,5.0202,0.79968,-1.1037,-0.61818,-2.555105,1.460388,C1
1.0885,-2.7541,4.7466,-0.52457,-0.46432,-0.73278,-3.089228,-0.540928,C1
-0.59994,-1.2586,5.2832,-1.3045,-2.3139,-1.1857,1.139105,1.320535,C1
-2.0666,-1.5782,8.1155,-0.098683,-1.9529,-1.0453,1.606235,-0.505241,C1
-0.58158,-0.56598,5.527,-0.38794,0.65733,-0.011822,4.776339,-0.255236,C1
-2.5857,-1.5051,5.6007,-0.51431,1.9038,-1.9145,2.489961,-0.32299,C1
-1.9166,0.22375,4.928,-0.53638,-0.24133,-1.0404,1.334049,1.290729,C1
-0.071345,-1.5952,6.3925,-0.84702,-1.5325,3.3653,1.514333,-1.839651,C1
0.45016,2.0808,5.0055,0.12706,1.8091,-0.48965,1.615627,-0.752958,C1
3.4169,1.8503,5.1203,0.2302,-1.2064,2.5087,-9.391114,-1.610547,C1
2.9195,1.3649,6.3541,-0.61342,3.8359,-0.06014,-1.716727,-0.153602,C1
0.83052,-2.283,5.2418,1.1241,-1.7151,-2.9549,-8.725383,0.923149,C1
-0.17083,1.1189,6.7625,-0.61086,-2.0213,2.8024,0.709378,-0.705582,C1
1.6647,-1.6857,6.0329,2.0207,1.4994,-0.74737,-1.395482,-0.398123,C1
-1.1524,4.2249,6.8294,-0.10475,1.3026,-2.406,-0.717782,-0.575039,C1
-2.0557,-0.92165,4.8457,-1.3526,3.1842,-1.754,-2.114906,-0.6565,C1
-0.44205,-2.7101,4.9448,-0.82027,-1.3624,3.8331,3.209623,1.44993,C1
1.8346,0.28301,8.172,-0.72151,-1.9233,3.8002,0.629073,0.631019,C1
3.7589,-0.89068,5.7558,-0.54402,4.373,-0.99602,0.626015,-0.407173,C1
3.0756,-1.438,5.9018,-0.34903,-0.50798,-2.0805,2.063013,-0.684097,C1
8.4286,-1.6691,4.8699,-0.27555,-1.5679,-1.1403,-0.960334,-1.069902,C1
-1.0491,-1.6963,4.5437,-0.77977,2.8262,-2.7151,4.038972,-0.838857,C1
-0.56224,2.2079,6.046,-1.0547,0.7999,-1.1864,-1.219432,-0.226572,C1
0.50138,5.9284,4.5301,-0.57766,-1.5627,-2.3549,5.559884,0.408059,C1
-1.9201,1.8838,4.9478,0.40603,-0.95641,-2.5417,5.959971,-0.624209,C1
-2.2162,0.24652,8.2274,-0.85131,-0.94408,-1.7294,3.312594,-2.946901,C1
-1.9698,-1.0737,5.5189,1.4596,-0.60962,-2.1378,-3.88827,0.241741,C1
-2.6287,2.4641,4.6662,0.45568,1.0022,0.53449,4.291894,-0.485736,C1
-0.97222,-1.0261,5.0942,-0.63912,1.2839,1.16,-6.520401,1.36599,C1
-2.1061,-1.2779,8.4225,-0.46174,0.38294,-0.90716,-14.365958,-0.583531,C1
0.21599,0.45354,5.1637,2.5234,-1.796,0.58857,8.102276,1.957621,C1
-2.424,3.6108,7.5645,-1.0112,2.1916,3.2269,3.393884,0.465266,C1
0.12485,-0.78955,5.327,-0.60704,-1.2307,-0.63621,1.004399,-1.921428,C1
3.8538,-1.7145,5.2152,-0.25988,4.1747,-0.38156,-6.989995,1.750027,C1
-1.4331,1.8391,5.2185,1.0447,-1.3622,-1.4299,-0.610247,-0.442898,C1
0.59653,2.7436,6.464,0.053141,1.5098,2.8674,-1.008825,1.202984,C1
4.9964,-2.1476,5.0253,0.12689,-1.3478,1.6384,0.577673,0.189628,C1
-0.72191,-2.7084,6.031,0.42663,3.2406,3.3636,-1.042274,0.676255,C1
-2.7816,-1.0725,5.4649,-0.66441,-1.0363,-1.9674,-3.030156,0.10622,C1
1.7386,2.5496,4.6553,-1.2614,1.4075,1.2192,0.517677,-0.547421,C1
-0.7734,0.659,5.4036,-0.69003,-1.9728,0.36741,-1.016315,1.141456,C1
-0.08613,-0.87214,5.3097,-0.60649,-2.074,-1.5052,1.308982,-0.342526,C1
0.75728,-2.3241,7.5125,1.6107,0.42431,-1.739,3.071668,-0.107961,C1
-0.51823,-0.89738,5.4613,-0.039932,6.7108,0.4749,-1.390814,-1.682682,C1
-1.5781,-0.48161,5.9916,-0.81676,-0.87718,3.4111,2.224988,0.036071,C1
2.4728,-1.9835,5.7761,1.2205,7.1978,5.3192,-2.252151,-0.786939,C1
-2.0946,3.7462,4.8266,0.68182,-0.59826,-2.2705,2.245049,1.36816,C1
-2.2402,-1.1564,5.6051,-0.45243,-0.67771,-2.2597,-5.037476,-0.072728,C1
1.0805,3.1578,5.3548,-1.0594,-1.7154,4.0303,3.713803,1.115942,C1
-0.50475,3.4616,5.3745,-0.6231,-1.9255,-0.85785,4.180883,-0.797159,C1
-1.4608,-0.051643,4.5146,-1.2634,0.50557,1.9432,-1.068653,-0.583531,C1
-1.9293,2.1969,4.6424,-0.77074,-1.7484,-0.32273,8.479667,-0.807178,C1
4.6539,2.702,5.0361,-0.74637,-0.6045,4.1217,6.93872,-1.857836,C1
0.32458,-0.92438,7.7264,3.5851,-1.1132,-0.4047,-3.689221,-0.045954,C1
0.3024,4.2687,5.9376,-0.51427,1.2763,-0.50981,-0.812175,-0.266514,C1
-1.168,-0.80576,5.7021,-0.061693,0.35916,-1.1134,4.290735,1.316295,C1
1.207,-1.6735,6.0692,0.043511,1.5656,4.9893,-2.260942,-0.272785,C1
-0.41751,-1.3073,6.1802,-0.24222,0.53405,0.69152,3.289671,0.244982,C1
-2.0972,-1.6471,6.3421,-0.49142,0.48643,-1.6734,1.872953,-0.740158,C1
-2.4315,-1.3949,6.8959,0.81256,1.3763,1.6365,-2.596384,-1.287147,C1
-0.32372,0.26942,6.3101,1.2668,2.6084,7.0323,1.999381,-0.200936,C1
1.1684,-0.46114,8.006,-0.70291,0.80374,2.7895,2.04128,-1.277148,C1
1.593,-2.5334,6.8415,-0.57542,1.7328,3.5078,2.294985,0.292285,C1
1.0299,0.05034,7.3169,0.034395,1.9161,-1.3749,-1.969969,0.020657,C1
-0.37591,0.10057,6.0752,-0.72476,5.2108,0.80942,-0.495647,0.338629,C1
8.7955,-0.87142,5.7283,-0.74395,2.3208,-2.2537,-7.651264,-0.012351,C1
-1.6759,-2.6133,7.4772,-0.65868,0.34617,1.1845,0.650256,-0.184429,C1
-0.4275,-1.5926,5.2289,1.0794,-1.5366,-1.6178,-0.229764,-0.31193,C1
1.527,-1.6689,7.4005,0.85387,-2.312,-1.4994,2.005597,-1.164259,C1
0.80315,-1.656,5.4948,-0.61224,-2.7093,0.97482,0.439594,-0.475528,C1
1.1381,-1.8404,5.1252,0.88183,1.2434,-0.69141,4.167798,-2.3302,C1
-2.7531,-0.51678,4.9481,-0.3068,-0.59114,-0.92208,-8.146796,-0.290647,C1
2.9678,-2.0443,6.6401,-0.29299,-2.8985,3.9735,-4.311888,-1.443074,C1
2.3808,-0.31005,7.7854,1.1128,0.46719,0.023888,0.281089,-3.136997,C1
1.5171,1.175,6.5795,0.93869,-1.1963,-1.0059,-0.073484,0.17364,C1
0.2381,-1.7914,6.5786,-1.1433,-2.1558,-1.3533,-0.729362,1.442204,C1
-1.4008,-1.3882,6.8906,-0.58373,6.3801,2.0373,0.231907,0.38789,C1
-0.094414,1.5193,7.5556,-1.243,-2.9443,-1.8912,4.07395,0.391623,C1
-1.5648,-0.45356,4.8905,-0.12464,-1.5119,-0.839,-1.397698,-1.124514,C1
-2.4671,-2.6195,6.707,-0.92401,-1.3178,0.78663,0.059706,0.789558,C1
-2.2827,-2.067,5.6979,2.3339,-2.0435,-2.282,0.837841,0.808702,C1
2.2324,-0.69958,5.446,0.41111,-0.64712,-2.5189,4.019841,-2.034147,C1
1.2634,-1.7067,5.5702,1.3634,3.1366,-0.68656,-0.054187,-0.721338,C1
0.028427,0.8197,4.9519,-1.0824,-1.0033,-0.46865,-0.248378,1.165353,C1
2.6116,-2.1904,6.5309,-0.42134,3.5447,-2.1793,8.734264,0.355209,C1
1.7078,3.4994,4.9444,0.32435,-1.2397,3.2771,2.85599,-0.235326,C1
0.47653,-2.5347,5.8188,0.75185,-2.5114,0.96043,0.924848,-0.567202,C1
3.2727,1.3616,5.971,-1.1017,-1.2349,-0.25585,-0.5809,1.032972,C1
2.9607,-0.64391,8.73,-0.19488,2.5709,-2.0774,-1.990265,-1.271304,C1
2.8381,0.79317,7.7693,-1.0105,-2.3062,0.43692,1.979774,2.988307,C1
-2.0461,1.3898,5.6401,-0.45622,-0.84578,-1.1702,0.690155,0.782068,C1
1.5239,-1.9117,6.7349,-0.26782,-2.3632,-1.4188,-3.504114,0.399663,C1
-1.737,2.9405,5.7144,-0.18465,0.45427,-2.7349,-1.35037,4.018914,C1
-0.39934,-1.5941,5.3195,0.51103,0.4738,-0.91109,8.972035,0.322714,C1
-0.53048,2.3184,6.2573,-0.62309,2.4179,1.2617,-4.460259,1.043372,C1
-1.7546,-0.39903,5.558,-0.3304,4.8379,-2.4855,-6.283601,-0.733219,C1
-0.78011,-2.6035,8.1643,0.12176,-2.5138,-1.757,4.884916,0.450262,C1
-0.42938,-0.8231,5.3989,-0.73209,3.6424,-0.29497,8.675407,1.306867,C1
-1.6509,-2.2385,6.8167,0.10216,0.62311,-1.2768,0.061473,-1.516123,C1
-0.87109,-2.7991,4.631,-1.0692,1.754,3.0853,-1.767922,0.173898,C1
-1.5355,2.806,4.723,-1.3838,-1.8763,-1.4827,-0.177589,-0.411317,C1
2.4875,-1.5045,6.0695,-0.42881,2.2679,-0.65895,1.073523,-1.543213,C1
2.2686,1.8194,6.1591,1.2191,-0.30205,0.11317,-0.50082,-0.659184,C1
0.051238,1.0627,5.3823,-0.80047,-1.233,0.052458,3.828196,0.845108,C1
-1.6885,-2.1234,5.8247,1.0448,-1.1115,-1.4132,3.179456,0.465107,C1
-1.4745,1.4979,4.8049,0.26951,-1.2828,3.2026,1.397213,-2.333786,C1
-0.49185,-2.2363,5.3767,-0.9655,-1.9362,3.5047,0.539728,-0.144308,C1
0.98606,-0.28828,4.7372,-0.91735,0.068281,-1.7363,-0.739081,-1.66348,C1
-1.0577,1.0576,4.8166,1.0696,-0.39101,-0.65671,2.827512,-0.0529,C1
-2.7877,-1.5864,6.0021,-0.82102,0.64648,-0.066893,-6.741679,-0.173964,C1
-1.4394,4.2488,5.7069,0.29055,-1.5661,-0.54085,3.411348,0.110396,C1
2.293,4.8626,6.4262,0.16506,-1.2344,-2.1447,-0.628338,-0.397202,C1
-0.39578,-0.70315,6.2604,-0.59755,-0.84841,0.42879,-5.825034,-0.31799,C1
1.0322,-1.0446,5.1398,-0.41324,0.76677,1.2108,-7.075641,-0.851521,C1
0.34679,0.7552,4.9778,0.53549,0.95866,3.1112,-5.568236,-1.124322,C1
-2.3039,0.40707,5.4998,-0.67571,1.2653,-2.8399,0.166602,0.775956,C1
0.33505,-2.4176,7.3024,0.20629,0.58043,1.4248,-2.930163,0.050852,C1
-0.81715,-0.68424,5.8494,-1.3417,1.9082,1.6023,0.151097,-1.400174,C1
2.5294,-1.7924,4.6045,0.7331,0.96811,0.16774,1.848982,0.277227,C1
1.406,0.4919,4.5462,-1.0169,-1.8802,-0.82848,-2.95631,0.390654,C1
-1.9641,1.9053,6.3006,0.016408,-0.073654,-1.3971,2.573352,2.170224,C1
1.0583,-2.1243,7.6168,-0.6241,3.0156,-2.5337,-0.551876,-0.16318,C1
-0.53794,-1.288,6.4532,0.60326,2.0129,-2.0324,-3.08834,0.254169,C1
-1.6144,-2.3763,5.8976,1.4272,-1.8597,0.68729,2.285519,0.96148,C1
0.57825,0.6446,6.5045,0.096292,-0.46216,-0.82017,-1.906288,-1.43129,C1
-2.5496,-2.2368,7.5097,-0.8053,-0.71823,-2.6208,1.099711,-2.264095,C1
-0.38821,-0.71754,6.6382,1.4607,1.3073,0.000733,7.051603,0.761178,C1
2.8814,-0.63597,5.5725,1.0842,-2.0219,-0.59018,3.453574,-0.844809,C1
-1.4341,2.3016,6.9734,-1.035,1.8135,0.49259,-7.397554,-0.18666,C1
-1.7595,-2.7844,4.6717,1.2641,0.96695,-0.95915,3.448662,0.632782,C1
-0.45967,1.2852,5.7288,-0.21661,5.2613,0.74113,-2.0646,-1.828989,C1
0.41028,0.26239,5.4043,0.40019,-2.4294,0.036011,8.064934,-0.177601,C1
-0.8719,-0.058498,5.0984,-1.3262,1.1438,-0.49426,5.197282,2.279429,C1
1.2339,5.8061,8.8255,-0.44404,-0.71589,1.0755,-3.43012,0.190876,C1
1.5,-0.84777,4.5317,1.2625,-1.2073,-2.7744,4.417743,2.296704,C1
-1.5498,-0.13102,4.7509,-0.68896,-0.99951,0.86942,-4.769231,-0.370123,C1
-0.58373,0.96234,8.1512,-0.28375,-0.65026,0.4059,-3.229778,-1.183857,C1
-2.0474,-1.5685,6.2719,-0.42234,-1.3052,-1.5415,4.740655,0.742175,C1
1.597,-2.2878,5.612,0.51129,-1.3743,1.1841,-5.790428,0.055908,C1
-1.192,-1.2935,4.7785,-0.56827,3.0247,2.8314,-1.70357,-0.465619,C1
-1.5199,-0.15111,7.1497,-0.72433,2.8029,-0.50514,-3.672414,-1.487387,C1
1.0525,-2.8696,4.5387,-0.20849,3.4799,-1.901,-0.001874,-0.682997,C1
1.7009,-1.9263,6.8108,0.78074,-0.37556,1.1282,-1.933631,0.539442,C1
1.4676,-2.8851,5.0685,-1.0107,2.9233,-0.42912,-0.050815,0.125706,C1
0.22856,-1.2912,6.3032,-0.75219,-1.2329,4.9052,-3.67344,0.885561,C1
2.2626,-0.15494,5.6477,0.16654,-1.8716,-0.3037,-0.772805,-0.200381,C1
-0.42749,-0.57603,5.7713,-0.72568,1.5065,-2.188,1.678613,-0.138312,C1
-1.76,1.4757,8.3148,-0.51305,2.8138,1.6022,-1.734171,-0.733819,C1
-1.5143,5.0194,6.2187,1.7143,1.0115,-2.3753,-2.491171,0.174395,C1
-2.9852,-1.4401,5.6666,1.7209,0.34456,-0.71712,-2.380909,-0.078818,C1
0.41817,1.9262,4.7781,-0.32282,-0.90838,0.73283,6.558521,-0.292988,C1
-1.4577,-0.20173,5.4407,-1.1153,0.73668,-1.4919,2.213052,-1.782405,C1
1.7583,0.76219,5.7587,-0.20859,5.3084,-1.4553,-2.527905,0.542746,C1
1.0785,-2.7049,6.0609,2.263,0.0318,-1.3339,-2.062741,0.752778,C1
2.6148,-0.10681,5.5315,0.31233,0.4152,-2.1801,-1.006297,-0.385115,C1
-1.3231,-0.02595,5.3826,-0.52169,-0.7616,-0.73274,-7.22654,0.574246,C1
1.9967,-0.7505,5.9232,0.17803,1.0922,1.3558,4.757684,0.666637,C1
-0.95717,1.6786,6.0212,-1.2396,-0.80675,0.24712,-0.481301,0.693588,C1
-0.35499,0.52278,6.2194,-0.32232,0.68486,-1.925,-0.996329,0.248969,C1
-1.7353,-1.0965,8.2835,-0.7131,-0.3313,-0.11385,3.292761,-0.528911,C1
-2.1057,-1.0919,5.867,-0.92245,-1.0528,-1.7502,4.892625,0.318445,C1
1.8872,2.3051,5.9503,-1.3122,3.4783,2.0279,1.217888,-0.46818,C1
-0.14493,3.1946,5.2188,0.18996,-1.3346,0.60317,-2.613003,-1.709357,C1
-1.5436,0.49639,6.1812,0.75584,-0.48324,-1.0599,4.905708,-0.131353,C1
-0.37302,0.017616,4.8836,1.6468,3.4511,-1.6477,-0.720175,-1.018288,C1
-1.4217,3.4978,5.1617,-0.20012,0.46332,-0.18875,-3.497175,-0.249909,C1
1.3566,-1.7681,4.601,-1.3321,1.4182,1.596,-0.232473,-2.162022,C1
2.1384,-0.53543,5.9062,1.1187,-0.82206,0.1323,0.238721,0.394628,C1
-2.0117,-1.1021,4.5953,0.30071,1.7633,0.74923,11.196059,0.004714,C1
1.1356,-0.79865,4.7706,-0.53979,0.075622,-0.42881,4.875236,-2.27649,C1
-1.5639,1.3384,6.3933,0.29814,2.9742,-2.6817,-0.717276,1.301802,C1
0.30546,-2.1229,8.8612,-1.1584,4.37,0.032939,0.874905,-1.314496,C1
-2.9105,1.8756,5.5777,-0.95083,0.26934,-2.7185,5.670559,-0.825778,C1
-2.1957,3.6987,6.8712,-0.81378,-1.4172,4.0736,0.960076,1.290637,C1
4.3712,0.66902,4.9238,1.1089,5.4408,-2.1121,0.856769,0.876102,C1
-0.38363,-0.33003,5.3933,2.4452,-1.4623,-0.093564,-0.860679,0.360768,C1
1.402,1.1013,8.8141,0.10356,-1.8067,-1.3425,-1.636886,2.570988,C1
2.0092,0.25564,7.0773,-1.0574,-1.4842,-0.25257,0.473906,-0.436421,C1
3.9812,-0.6929,4.7826,-0.95845,0.031674,-2.4547,-4.438064,-0.527216,C1
-2.1686,-2.0417,5.4344,0.76345,1.2223,-1.8498,-4.68428,-0.248709,C1
4.9864,-1.4321,5.3014,0.53972,-0.006579,2.5777,4.031836,-1.1687,C1
-1.2367,2.6752,4.9124,-0.55343,-1.9859,-1.5319,-0.122827,0.080118,C1
-2.0248,0.89033,6.6011,-0.56273,-0.67014,1.3112,1.385836,-2.119032,C1
-1.1569,2.4586,6.3687,-0.14506,-1.3567,0.201,-1.610918,0.402989,C1
-0.24705,-1.5504,6.1436,-0.99706,2.1347,-2.9522,-1.980015,0.635256,C1
0.52938,-1.6134,6.2383,1.7028,-0.40271,1.3267,0.72844,1.402826,C1
-1.6519,3.2008,7.2514,-1.2098,-1.6332,-1.9601,-1.572904,-2.476157,C1
0.8484,-1.8979,5.7976,-0.21577,0.69861,-0.2232,-4.609814,0.135394,C1
-2.0527,0.69693,4.5596,1.2614,-1.2989,0.28278,-0.703991,0.532979,C1
-0.32578,0.063225,5.6272,0.1243,-0.87757,4.0292,0.821005,0.577942,C1
2.5795,5.3578,5.2328,-1.0264,3.8423,2.4292,-0.926262,-1.243593,C1
0.77538,3.1775,4.9786,1.283,-2.5333,4.3644,-2.240225,-0.791542,C1
-2.5246,-0.22884,4.9641,0.95803,1.5939,-2.1385,3.962674,0.873633,C1
-1.828,-1.4756,6.4741,2.0291,-2.5216,-0.43997,-2.330007,-0.920059,C1
5.352,-2.6675,5.5923,-0.55757,-1.4441,-1.1053,-4.659419,1.208647,C1
-0.63201,-1.7055,5.3452,0.69449,-1.9108,0.4539,4.186504,0.20538,C1
-0.098928,-2.7371,5.4331,-0.66432,-1.6382,3.5378,4.466612,-0.626484,C1
0.027839,-0.65146,5.9109,-1.1966,-2.5108,-0.059144,0.879338,1.264349,C1
0.59739,-2.8275,4.9868,-1.2401,1.0642,2.1518,-0.248842,0.853693,C1
2.1335,0.079353,5.0346,-1.0584,-1.1022,0.2303,-2.995719,0.266381,C1
-0.93878,-1.7632,5.0501,-0.84388,5.9484,0.1114,-4.771457,1.163561,C1
-0.038049,0.1656,5.3562,2.8152,-0.75426,2.0916,-3.222423,0.457053,C1
1.0308,-0.34328,7.7171,-0.85522,-1.2932,2.2324,-6.610179,0.268802,C1
-1.1019,-1.5128,4.935,0.2834,-1.5724,0.59587,2.137712,1.049163,C1
1.8409,2.5239,4.9234,-0.47756,1.1701,1.3932,0.712534,-0.093939,C1
6.5291,3.2328,6.2766,-1.2929,2.7847,3.425,1.994196,0.761336,C1
-0.80267,-2.2025,5.072,0.20144,0.61272,-1.285,-1.413272,-0.34582,C1
-0.22931,-1.7436,5.4717,-0.97781,-0.31335,4.9105,-6.470318,0.333813,C1
-1.5533,-1.1066,5.1022,-1.4296,-2.6203,-0.96408,0.346436,-1.454593,C1
-0.36897,0.59357,4.889,-0.065606,-0.61906,-0.19714,-0.531156,0.32663,C1
1.3893,0.74142,7.6339,1.3529,-2.2356,-1.2729,3.654488,-0.378823,C1
-1.6917,-2.7499,5.029,0.04339,-2.6731,-2.8956,-8.036559,0.450048,C1
-1.6062,-1.3896,5.8203,-0.20879,1.1633,-0.33617,-0.561364,0.462634,C1
-0.44105,-1.6996,6.0738,0.42402,0.29811,5.1106,-4.590382,-0.348833,C1
4.9515,1.5966,5.1603,-1.1596,1.2142,0.30243,-4.229274,1.200811,C1
0.26006,-1.3798,5.0461,-0.51237,4.4904,1.4248,-0.375545,0.757547,C1
-0.87745,-1.8846,5.9804,-0.73349,0.35949,-2.488,1.702868,-0.002702,C1
0.22566,-2.5719,5.0211,-0.52557,-1.0335,-1.2375,-3.289932,0.269253,C1
-2.5443,0.54372,5.0025,-0.61931,0.67992,-1.0058,7.989475,0.733132,C1
-0.72734,-1.731,6.5112,-0.83089,0.6389,0.87238,-4.742754,-3.094049,C1
-2.1526,1.5047,4.9329,-0.89202,-0.20097,4.363,-3.318802,0.209737,C1
0.85027,0.76824,7.6502,-0.76419,0.55149,-1.5322,-6.317034,0.838239,C1
-1.8934,-0.43622,7.1408,-0.50089,0.22529,1.5372,-0.120321,-1.834674,C1
-2.2577,-0.49523,5.7708,-0.13827,-0.057494,1.1466,-0.546278,1.125963,C1
-0.18793,6.8949,4.6105,0.17477,3.6774,0.49793,2.495304,-1.869599,C1
-2.2993,1.2535,5.4921,-0.28889,0.71881,-2.3025,-3.379446,0.669256,C1
1.0565,-0.32223,4.7734,0.79532,-2.7876,1.4914,-3.876056,-0.015231,C1
-0.082793,4.1553,6.552,0.034473,3.6771,-2.4236,-1.790865,0.29979,C1
0.45749,-0.22485,6.75,-0.44523,-2.0679,-1.438,-5.673991,-0.04006,C1
2.1614,-0.62377,7.6714,1.6072,3.8996,0.8325,-1.973673,2.444547,C1
-1.8464,0.74918,6.3727,-0.36097,-2.3864,0.4417,-2.388219,0.477873,C1
3.4472,5.4808,7.1512,-1.191,-3.0305,-0.068055,0.388518,-1.812379,C1
0.58238,0.90814,5.4765,-0.75517,-2.6426,3.5574,1.397798,0.46363,C1
-0.14923,0.17186,5.194,0.093109,-1.2034,1.2083,-1.829298,-0.897114,C1
-0.66868,0.43099,7.6029,-0.36365,1.4956,-1.5291,0.513156,0.685943,C1
0.085158,2.8094,5.6395,-0.36541,2.6496,4.5655,-5.21721,0.482406,C1
-1.9992,-2.4703,7.0371,-0.25771,-0.24024,5.8555,4.785661,0.282586,C1
0.45785,-0.92858,5.977,-1.1447,-0.22775,2.202,2.976057,0.818017,C1
-1.957,-1.8328,4.8946,0.57111,-1.7685,3.4643,-1.11E+00,-5.19E-01,C1
-1.748,3.8301,6.2071,-0.098049,0.58865,1.2219,-5.039829,1.961217,C1
1.0851,-0.53587,6.3514,-0.55178,-2.1686,-1.3226,0.66596,-1.125979,C1
0.86254,1.4542,5.4379,0.66604,2.0858,-1.8476,1.574671,-1.28988,C1
-1.9456,-0.23157,7.0214,-0.14836,-2.0233,-2.005,-4.862106,0.266066,C1
-1.7308,5.7344,6.191,-0.21762,-0.40882,-0.69796,2.070941,0.788756,C1
-0.24153,-2.2562,4.7078,-0.08057,2.4161,0.13293,-2.977074,1.718867,C1
-1.3653,2.1886,6.4867,-1.2115,-1.205,-0.9593,-2.202988,-1.1079,C1
-0.33151,3.6102,4.7498,-1.2881,2.8488,-1.1766,-8.155448,-1.954293,C1
-0.38441,0.52972,4.7643,-1.3643,-0.70475,1.101,2.472877,-1.034589,C1
0.005514,0.094075,6.5415,-0.95919,-1.7534,0.24956,7.752327,0.720912,C1
2.2154,-2.7506,4.8218,0.51458,-0.39974,-0.29587,-4.978223,1.118877,C1
-1.4997,4.0699,5.4846,-1.2845,1.3353,-1.6782,-0.40071,-0.86518,C1
-1.4328,-0.81226,6.4071,1.8303,-1.097,-1.8165,-7.169488,0.871394,C1
-1.6456,-2.4643,5.2177,-0.52825,-2.3381,1.4852,7.200109,1.108432,C1
3.8192,-0.098614,5.1704,0.1681,2.5667,0.57876,1.074546,-1.565886,C1
-0.44183,-0.29662,5.2925,-0.46141,-2.1788,-2.175,10.048166,0.193975,C1
-0.254,-2.905,5.2957,-0.60226,3.3807,0.74028,-0.947128,-0.729343,C1
0.32331,-2.285,6.622,1.0869,0.82278,-0.27601,-5.477516,-1.719574,C1
2.5108,-2.0521,5.8739,-0.97939,-0.63508,-2.0018,-4.142057,0.010629,C1
3.0456,-2.0143,4.599,0.25299,-1.6728,3.1038,-4.427681,1.281705,C1
-2.2873,-1.0065,5.3242,-0.007763,-1.5541,-2.7733,0.358019,-0.172781,C1
4.8055,-2.7546,5.7778,-0.017228,-0.002597,-0.74312,8.445693,0.512021,C1
-2.1333,-1.5521,5.7535,-0.97946,3.5855,4.1124,-2.770564,0.221394,C1
-0.4943,3.3729,6.0583,-0.52447,-1.388,-1.2317,0.301132,-1.831302,C1
2.2288,1.4701,5.6599,0.18564,2.6054,2.274,6.890067,-0.834696,C1
0.28162,-0.000452,5.6714,-0.092748,2.8939,-0.2956,1.281842,0.040196,C1
-0.40527,-1.0253,5.5608,-0.57806,-0.72275,2.4002,-2.020528,-1.917549,C1
-1.198,-1.0172,5.7332,-0.27995,1.0989,1.5843,-3.530676,-0.160459,C1
0.78383,-0.77142,5.2088,-1.4581,-1.4699,-1.1533,-4.003617,-1.197393,C1
-2.3481,-1.8543,5.0273,-0.66817,2.1658,-0.5676,3.223359,-0.948441,C1
3.3678,-1.7111,5.2073,-0.74217,3.725,-1.2189,2.410197,-1.13754,C1
1.6629,-2.869,7.0865,-0.059984,-1.8501,0.009469,1.036737,0.633269,C1
1.3266,-0.2075,7.2851,-1.1545,4.4827,-0.97209,0.251577,0.088618,C1
1.5832,1.1026,5.0623,-1.0635,5.3419,-0.75572,0.431339,0.966245,C1
