@relation weka_12-weka.filters.unsupervised.attribute.Standardize

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 {C1,C2}

@data
-2.2942,3.0114,-7.6093,-0.74909,0.096082,-7.0221,-1.3508,C1
-2.9088,1.6445,-6.113,-5.843,2.0801,0.59139,-0.87467,C1
-0.04506,-1.028,-5.0062,0.9992,-1.9663,4.2641,-2.8151,C1
-2.1833,2.9352,-5.1167,1.5183,3.0372,-1.0727,-1.4681,C1
-1.4335,-0.79265,-5.7473,1.2206,-2.694,2.3267,-0.27903,C1
-1.7829,0.28809,-4.6579,-2.3026,4.5502,4.7136,-2.4447,C1
-0.80253,0.71149,-4.3575,-0.87522,5.337,3.3567,-0.050208,C1
-1.2723,2.4441,-5.7316,1.4349,2.599,-2.5422,-1.2202,C1
-2.5365,1.1568,-6.5165,-3.2402,-2.2683,3.358,-2.6661,C1
-2.7047,-5.5466,-6.1866,-0.026461,-6.493,3.5956,-0.5888,C1
-3.9582,0.93439,-7.4273,0.80082,-3.81,1.7959,0.098378,C1
-1.9237,-1.1508,-5.8805,-3.2117,-1.2995,-0.96379,-2.3163,C1
-3.1556,0.44434,-3.816,1.7471,-4.2995,5.298,-1.1744,C1
-1.8988,2.5769,-6.136,2.4209,-0.76226,1.1718,-6.9669,C1
-2.7907,-0.87359,-3.2279,0.04063,-0.1288,5.3022,-4.7637,C1
-1.0761,0.85531,0.56982,2.5789,3.9022,-0.11051,-0.80023,C1
-0.52934,-2.4271,-2.8196,2.7701,5.1485,-1.4111,-2.6926,C1
-1.4022,0.29704,-3.0264,2.1743,3.4226,-2.21,-1.5715,C1
0.24724,-0.67645,-4.2806,2.5859,4.4552,3.4107,-2.8621,C1
0.43886,0.64858,-4.1889,1.5654,1.4176,-0.3234,-0.65848,C1
-1.7311,0.31892,-5.3024,1.6292,2.8135,-2.2713,-1.0172,C1
-0.35004,-4.0257,-3.9229,0.86088,-2.3752,-8.6293,-0.23446,C1
-1.316,1.4255,-5.5524,-0.76751,0.99707,-0.66117,-0.80893,C1
-0.57437,0.0067074,-2.5688,-1.1216,3.4202,3.7738,-3.3379,C1
-2.6722,1.2453,-4.2704,0.28326,2.1826,4.9411,-6.0513,C1
-1.334,0.090496,-5.0357,1.7256,3.0584,-6.1758,-4.5245,C1
-5.013,-0.84351,-0.74061,-1.3575,-0.6266,1.1594,-6.7905,C1
-0.8711,0.095599,-11.685,0.094354,3.0644,-0.45919,-1.062,C1
-0.70241,-1.4155,-3.7849,-0.97728,-3.2013,2.4832,-0.42302,C1
-2.6033,-0.92076,-2.0952,0.5029,3.3861,4.4892,-1.6391,C1
-0.97578,0.80316,-3.5564,0.24672,4.1568,-1.8137,-2.1051,C1
2.4723,0.48376,-3.7412,2.5048,-1.7907,2.4547,-0.66397,C1
-1.9125,-0.39331,-6.3668,0.24473,-2.7933,-2.3499,-4.2947,C1
-1.7413,0.73095,-2.5511,2.0598,3.1238,-2.1873,-4.3727,C1
-1.9962,-1.4958,-1.0257,1.3014,-2.2751,-0.26902,0.12643,C1
-2.4974,-2.9452,-5.021,0.68579,1.9432,1.4532,-1.7484,C1
-0.57492,0.11877,-3.6996,2.7857,2.889,-1.1566,-5.9712,C1
1.0303,-3.3971,-1.9755,-2.6752,2.7215,-1.4808,-2.447,C1
-2.9403,-0.92834,-3.3068,0.28393,-8.6862,3.0242,-0.098021,C1
-6.4736,2.7115,-5.5629,0.27388,-4.622,1.6531,-1.4592,C1
-1.8217,2.4775,-3.3174,0.6955,-10.194,3.9355,-0.64844,C1
0.14812,-0.18787,-3.0653,0.69449,-1.3084,-4.1657,-0.76408,C1
-1.0088,2.3753,-3.2962,0.43496,-0.22917,-1.3985,-2.4615,C1
-5.0822,3.7882,-2.8899,-0.22112,-2.2679,3.2823,-2.8892,C1
-3.8824,-1.8805,0.069345,0.69176,-9.3955,-0.067429,-5.2652,C1
-4.6819,0.38513,-6.4379,2.7079,1.9331,1.6032,0.83121,C1
-4.0216,0.231,-2.2587,1.1415,2.4865,-2.365,-0.90499,C1
-1.4032,1.3628,-3.3697,1.5441,2.7229,3.2025,-3.5502,C1
-0.18514,2.8925,-4.1583,1.2015,0.39572,1.6762,-5.8944,C1
-1.214,-0.80005,-1.6553,-1.4257,-5.0249,2.136,-5.2987,C1
-2.0632,3.1096,-4.739,-1.624,1.8379,1.8101,0.24593,C1
-2.9345,-2.4024,0.79131,1.0715,3.8379,0.67333,-2.2527,C1
-5.7838,0.24275,-1.2991,-1.1126,-1.087,-0.53791,-1.5544,C1
-3.0457,1.156,-4.6131,0.78526,-1.2688,5.5958,-1.3467,C1
-1.7891,-2.7924,-3.5902,1.3023,3.1987,3.3237,0.28454,C1
-0.81253,-0.52931,-4.1451,-0.34724,2.0877,5.5222,0.072847,C1
-4.2982,1.0713,-4.0831,-1.7507,2.6184,-1.8901,-1.3843,C1
-1.7306,-2.1118,-5.7043,2.4502,3.5101,-1.7487,-2.6173,C1
-3.2814,1.6395,-6.6676,-0.96186,-4.5905,5.3144,0.46966,C1
-1.7895,-2.9178,-1.5355,-0.60449,2.387,0.68202,-1.5415,C1
-1.7546,-0.26605,-5.5587,0.49221,4.7251,-2.467,-0.52519,C1
-0.60602,3.9519,-4.0441,-2.3842,-3.4631,5.0497,0.071398,C1
-2.8133,-1.1462,-4.0358,1.584,1.8491,0.099048,0.42458,C1
-1.3167,-0.44696,-6.7282,2.0796,-0.080942,5.1876,-3.5422,C1
1.0446,1.4159,-2.5292,1.1202,5.9438,-0.78979,-4.5714,C1
-3.6864,-2.8078,-6.2051,-5.7135,1.7398,-4.3541,-1.6762,C1
-5.0541,2.3224,-2.9182,1.0597,-2.7756,1.5468,-0.38296,C1
-0.83718,2.1832,-4.9973,1.7084,1.8134,-2.1061,-0.37158,C1
1.074,-1.318,-2.3781,2.0469,3.6199,4.1868,-0.79988,C1
-4.9763,-0.59002,-5.1581,-1.939,4.3294,1.7303,-1.0377,C1
-4.2945,2.7019,-5.8772,0.11016,-2.5813,2.4429,-3.8295,C1
-0.14607,0.82631,-2.8169,-0.8229,-1.5253,1.7081,0.80712,C1
-2.2431,-0.22916,-4.8889,0.30958,2.9616,4.1162,-0.77012,C1
-0.65001,-1.9825,-5.7135,2.5003,0.85774,-2.1909,-9.4841,C1
-0.55892,-2.0037,-5.1174,0.60925,2.7046,3.9364,-3.5057,C1
-3.4437,-0.5986,-3.0725,1.217,1.8299,2.2313,-0.87073,C1
-5.1026,2.0098,-4.7239,-0.32381,1.142,-0.38121,-2.4446,C1
-1.1177,-0.088618,-5.507,2.1202,-0.64304,5.1803,-3.1733,C1
-2.0193,0.036364,-4.7731,-3.0977,-10.106,-1.403,-1.4278,C1
-2.4142,-1.4874,-2.4273,0.076723,3.0156,4.6618,-0.11583,C1
-3.8253,4.7205,-2.9392,-1.4534,-0.88585,-8.5217,-1.3893,C1
-4.3565,1.9739,-4.8594,1.0236,4.1224,1.6918,-0.11133,C1
-1.626,2.2975,-1.5816,1.6632,3.8228,2.1126,-1.2101,C1
-2.089,1.2709,-2.2557,2.2566,1.6798,-2.2776,-2.0147,C1
-3.9838,1.087,-7.6514,-3.8676,4.6403,4.4663,-7.9109,C1
-0.92311,0.96027,-5.4824,-2.1264,-3.4304,3.9734,-3.5624,C1
-7.2749,0.93039,-4.7732,1.5127,0.12118,3.4065,-3.924,C1
-2.6792,-3.0261,-5.0267,1.7617,4.0181,4.9661,-0.85555,C1
-3.3121,1.3057,-3.5289,1.4709,2.0326,-9.0508,-0.36944,C1
-0.56455,0.4135,-4.2901,-0.5494,-3.4075,-0.69509,-3.966,C1
-1.2503,2.0655,-3.0741,2.4081,-2.4447,3.0627,-2.8301,C1
-1.967,0.027128,-5.921,-2.3719,0.86724,6.0851,-0.70732,C1
-0.91134,0.48503,-3.0043,0.48993,2.4301,-2.8177,-5.9088,C1
-2.6639,0.82635,-5.4473,-2.3434,3.9851,-9.3052,-2.4964,C1
-3.6307,-0.62915,-4.2636,1.6307,-5.1453,-3.6172,-1.5635,C1
-3.2551,3.7337,-5.6035,2.5305,3.5376,3.1541,-1.3763,C1
-3.8462,2.3589,-4.5342,-1.0323,-3.0438,-3.2932,-0.57599,C1
-0.14148,3.8326,-5.2239,1.8426,-10.757,3.5095,-0.5911,C1
-4.7393,1.0545,-4.2521,1.5906,-0.21463,3.6865,-0.29114,C1
-3.433,-0.15219,-4.9835,-3.9625,-5.0991,2.8523,-5.3509,C1
-4.4848,-2.392,-5.1952,-0.95386,1.7796,-3.2855,-0.66406,C1
-2.9349,-0.58098,-0.76109,0.33274,5.2092,-4.2996,0.63255,C1
-1.9241,-1.0652,-9.8102,-4.6052,-6.8483,-0.60974,-0.72649,C1
-4.6136,-0.81247,-2.969,0.9779,-4.0975,1.2927,0.86999,C1
-2.2995,-4.4952,-5.1676,0.081483,-0.4889,-2.7649,-4.5833,C1
0.22506,2.1723,-5.7529,0.23995,2.4223,1.5618,-1.1666,C1
-0.86037,-1.0119,-3.126,1.8233,4.6051,2.8196,-2.0729,C1
-4.7404,-5.1043,-3.3447,2.6513,-1.885,-1.7807,0.28716,C1
1.5389,-1.8301,-1.3316,1.0615,-2.3082,-6.903,-2.7747,C1
-2.6922,-0.78626,-2.7019,2.9229,1.3207,4.1534,-4.6364,C1
-5.1891,-1.0417,-2.6274,2.589,3.9443,-11.95,-5.391,C1
-2.0223,4.3377,-3.9265,-0.9057,-4.5928,5.5272,-0.64994,C1
-1.2917,1.2836,-4.845,2.8255,4.6166,1.3857,-3.6231,C1
-1.9895,-2.6713,-3.1718,0.28163,1.5588,-5.0302,-0.26571,C1
0.89074,2.5186,-5.2973,-2.9833,2.838,2.3193,-1.2397,C1
-6.2992,-1.2144,-1.5765,2.6419,1.5751,0.86497,-1.6225,C1
-2.8198,-0.84397,-5.2114,-1.5495,5.3915,-0.23358,0.27987,C1
-0.55736,1.4148,-1.4053,2.3436,3.7369,1.482,-0.39068,C1
-2.2162,-1.4507,-3.3104,0.7873,0.12878,2.004,-5.3047,C1
0.61348,-1.8896,-4.7423,1.0676,-0.1504,5.2342,-2.0342,C1
-4.6573,3.1382,-2.921,1.0092,3.9561,0.94422,-1.7456,C1
-2.8738,0.94665,-4.7937,-2.7512,5.4513,-10.003,-5.939,C1
-4.0584,4.1892,-5.9018,-0.37678,0.92576,-4.3161,-0.51172,C1
0.09214,-1.417,-3.7061,-1.1539,3.7465,-3.1103,-0.75611,C1
-1.4735,0.97986,-7.1989,0.11207,-4.9535,2.7238,-2.341,C1
-2.1069,0.56096,-2.8192,2.5188,-12.923,-5.4175,-0.44572,C1
-0.89415,-1.4147,-7.8667,2.8949,-5.7575,-1.7839,-0.47191,C1
-5.741,-2.2874,-3.1573,-0.53012,5.6999,-2.5036,-0.021782,C1
-7.5749,0.073491,-2.4076,0.093613,0.90188,-0.44281,-1.3095,C1
-4.3028,-0.92826,-8.9747,-2.0386,1.4935,1.8984,-0.60953,C1
-5.0769,-0.46231,-2.4265,2.6795,-0.34331,3.9183,0.64454,C1
-4.5673,0.94259,-3.7406,0.89501,0.025858,-3.6602,0.23574,C1
-4.3597,2.4312,-4.0265,0.22143,3.3685,-10.564,-2.6885,C1
1.2281,2.8295,-5.414,0.16069,-3.2761,3.2955,-0.36929,C1
-3.2696,-0.43213,-4.3179,0.97089,-10.901,-5.8061,-1.3448,C1
-0.62184,-0.6382,-3.7056,0.26678,-5.8309,-1.0914,-2.6735,C1
-3.1803,0.51842,-3.5225,-0.56405,-4.4318,2.1681,-1.8974,C1
-1.9893,-1.0093,-1.4258,1.6741,4.1036,4.8657,-3.9451,C1
-4.9081,-3.311,-5.8601,1.3309,-7.4049,-2.4262,-0.56042,C1
-3.9728,-1.7034,-6.2535,0.65337,-5.4922,-0.60078,0.44103,C1
-3.781,-0.30777,-6.0746,-2.898,2.1579,4.0673,-1.2669,C1
-1.9952,1.2591,-4.0731,1.3275,1.577,2.9232,0.055359,C1
-4.5914,2.2119,-1.4963,-1.4175,0.97364,-1.6242,-2.7592,C1
-2.47,-0.89118,1.3409,1.7092,-7.889,-1.4872,-1.0536,C1
-1.6659,1.2926,-4.2295,-1.9865,-2.3209,-3.1638,-0.051908,C1
0.27545,2.1819,-6.6616,-0.75977,-2.5423,2.3836,-2.1875,C1
-3.2819,2.069,-5.3631,1.2442,-10.806,2.3224,-0.87267,C1
0.013992,-0.029978,-4.1612,0.078545,-3.8284,2.8907,-1.5597,C1
-1.7992,2.8567,-0.78568,-1.3294,-0.12519,-0.34838,0.29431,C1
-1.7756,1.9167,-2.8871,-1.5704,5.7879,-1.3678,-3.0046,C1
-4.5355,2.5176,-2.767,0.23832,3.0921,0.19886,0.49531,C1
-3.1316,0.54059,-0.5967,-1.1383,3.4809,-6.2466,-7.5578,C1
0.8209,-1.4752,-3.8973,0.74784,-1.6844,0.44747,-3.0505,C1
-1.5433,-1.7727,-7.237,-3.2354,4.7236,-5.7909,-2.9757,C1
-6.4382,-0.8914,-6.2899,0.080457,3.4737,2.2714,-0.81978,C1
-1.3327,4.8827,-3.6422,-3.8228,5.4877,0.98947,-2.4514,C1
-0.63235,0.83013,-5.4656,-0.094728,5.1131,-3.7135,-1.6513,C1
1.3626,5.2336,-5.5468,2.6418,1.6412,2.9121,-2.8034,C1
-1.909,-2.4379,-2.6741,-3.1418,2.2462,4.1565,0.15539,C1
-2.876,0.26841,-4.0697,-0.40724,3.2678,-12.002,-3.8812,C1
-3.4098,1.6285,-4.8696,1.0837,0.16082,-2.3077,-3.6166,C1
-4.0528,2.9663,-1.9885,1.3044,-1.6935,2.2994,-3.4256,C1
-2.837,-2.4275,-0.34337,-4.0667,3.7551,5.0148,-2.5758,C1
-1.9949,-1.6113,-5.4683,2.0592,-3.642,2.7839,-0.68196,C1
-0.014683,2.4033,-5.0325,2.7639,3.2297,-15.152,-3.037,C1
-3.8433,-0.16749,-6.1298,1.8566,2.7398,-2.1993,0.09998,C1
-4.4446,-1.0347,-3.9423,-1.7641,-0.59205,-2.5365,-0.023037,C1
-3.2728,-3.0459,-2.9105,0.98004,2.5918,-2.7779,-5.7733,C1
2.3035,-2.4456,-4.4394,0.1108,-0.62427,2.524,-0.24723,C1
-4.509,-1.1622,-1.8645,1.2833,-10.801,-7.3316,-4.9409,C1
-1.6225,1.5408,-6.6879,2.2198,-2.9706,-1.5137,-0.027939,C1
0.084487,2.1479,-2.5463,0.65711,-0.25996,4.5619,-2.141,C1
-0.10897,-0.090475,-7.6347,2.0691,1.5254,2.9715,-2.7789,C1
-2.4419,2.0227,-3.4133,0.98516,-5.2487,-8.7426,-5.3518,C1
-1.4175,0.6205,-3.7794,1.0044,-8.0247,5.0909,-3.8218,C1
1.0494,-1.0762,-3.4808,-1.2254,-2.7158,3.5166,-0.24083,C1
-1.5186,-1.8897,-4.1267,-3.1529,4.7867,5.325,-1.8441,C1
-0.30628,0.3057,-3.7987,1.8922,-1.4386,2.7547,-4.0858,C1
-4.4288,-3.0927,-6.6607,-1.5053,-3.22,4.015,-4.0834,C1
2.08,2.3143,-0.28036,-0.45859,1.9919,1.4258,-3.8723,C1
-0.44863,3.9698,-3.8143,2.2942,2.8584,-0.45524,-3.3712,C1
-2.4067,-0.8274,-6.7414,0.12953,-2.7509,3.572,-0.055755,C1
-2.1573,0.84627,-3.5168,-3.4785,3.0424,-2.4347,-1.8343,C1
2.4955,1.9119,-5.8893,1.9254,1.5726,1.1305,-0.47486,C1
-5.2695,-2.305,-5.8412,-4.3665,1.0369,1.2273,-0.2702,C1
-0.37664,-0.02015,-5.6475,2.0058,-3.2389,-4.6535,-2.1406,C1
0.6943,-1.089,-2.6757,2.8344,-0.22409,3.6853,-0.84269,C1
1.3329,2.6205,-2.7929,1.3982,0.49653,-9.1593,-3.7132,C1
-2.9219,-0.16819,-0.030915,1.8377,-3.7604,1.3136,-1.8229,C1
-2.4654,1.022,-2.9989,2.8218,-5.8422,-5.4048,-0.90772,C1
-1.5353,-2.8486,-1.4863,1.0129,0.74294,-2.4827,-4.8702,C1
-0.65225,1.1885,-5.7927,1.9917,1.6815,3.412,-7.2484,C1
0.95121,1.1382,-1.0493,1.6424,2.0652,-4.6712,-1.4718,C1
-3.0629,0.39942,-5.5991,-5.277,-5.6965,-8.9211,-1.4303,C1
-2.547,0.12573,-5.8776,-1.5456,3.2365,1.2143,-1.5503,C1
1.9078,1.1581,-3.5805,1.5558,-0.68137,-1.276,-1.6718,C1
-3.4252,2.0979,-4.0121,1.8415,3.6662,-1.5172,-1.6842,C1
-1.4163,-0.20891,-3.2154,0.71346,5.2436,0.76136,0.19012,C1
-5.8795,-4.8214,-4.4249,-0.68429,4.4143,-1.6038,-0.98547,C1
-1.9715,-1.6191,-0.25469,-0.43888,-7.4275,-1.335,-5.722,C1
-3.0294,-1.8715,-4.0214,-5.2451,-0.73274,4.0163,-0.68151,C1
0.22982,-1.8291,-2.3701,0.45333,2.1393,2.6402,0.52932,C1
-0.47209,-3.0691,-4.3182,-1.9159,0.21884,-6.0399,0.22687,C1
0.42478,-2.239,-3.4703,-1.2692,-1.8521,1.17,-1.1907,C1
-0.69676,-3.3666,-0.75399,0.85462,2.6615,1.9664,-0.035683,C1
-1.9604,-2.1466,-1.2141,-1.0857,-1.3124,-9.1144,-0.98447,C1
-3.5062,-0.14751,-5.6175,-0.10378,-0.6341,-3.6978,-1.924,C1
-2.78,4.3895,-5.595,-0.60524,-0.48347,2.9873,0.051431,C1
0.49228,-3.9915,-1.7947,-0.34337,1.7495,2.6864,-2.3651,C1
-0.47478,-0.14792,-4.1938,1.9232,-5.1381,-3.5613,-1.6049,C1
-3.8557,1.3004,-5.9488,2.2107,2.7311,3.7598,-1.611,C1
-3.5386,1.4846,-2.7543,-0.80769,-1.4653,3.2324,-3.2608,C1
3.0125,-3.4486,-5.5081,2.2156,3.4891,-5.6241,-0.16706,C1
-3.0772,0.86698,-6.0566,-2.3908,0.64999,5.2428,-3.0544,C1
-1.6844,-2.7312,-5.0221,-0.99926,-2.0971,1.293,-2.6713,C1
-2.4967,1.4627,-4.8379,2.4372,3.3829,1.8161,-6.089,C1
-5.6993,3.5981,-3.5117,1.252,0.77782,-0.9132,-2.2653,C1
-6.7046,-0.36028,-6.3914,0.3104,2.1665,-5.479,-3.5823,C1
-0.83747,-3.873,-6.6521,2.6865,4.8012,4.2536,-1.6085,C1
1.2581,1.6992,-4.7738,-1.2326,3.4292,3.4691,-6.8531,C1
0.13458,-2.3682,-5.2732,0.21821,5.0639,3.591,0.44166,C1
-0.26548,1.034,-4.3903,1.1938,1.8593,0.4523,-5.8979,C1
-3.0012,2.1254,-2.2952,1.2743,1.6398,1.5192,0.59151,C1
-3.0768,0.78266,-6.2303,2.6287,-0.68538,0.18337,-3.713,C1
-1.5412,-1.0182,-8.4838,-0.371,0.49992,-5.3703,0.185,C1
3.3593,0.8282,-7.1521,-4.9107,-2.0876,-3.7623,-8.9767,C1
-3.2027,0.67268,-2.5529,1.5096,-4.749,2.8185,-3.3109,C1
-3.8455,-0.35248,-3.2092,1.2412,1.3544,-0.35083,-1.3963,C1
-1.4106,0.76892,-0.6723,-0.37823,0.060283,4.543,-0.64306,C1
-2.9342,-0.48223,-5.3347,1.7681,3.0602,-5.3642,-0.78843,C1
-1.8891,-2.8876,-2.6939,1.5677,4.4739,-1.2168,-1.1363,C1
-4.837,-5.2059,-6.3169,2.3493,3.7562,-3.4729,-1.5011,C1
-1.9537,1.7467,-2.322,0.59889,5.1422,1.2731,-4.6176,C1
1.176,-0.085418,-4.0441,0.91826,4.107,4.93,-1.1053,C1
-2.004,1.3812,-4.777,1.3722,3.1409,3.6078,-0.04169,C1
-0.55756,0.086123,-0.80458,-6.989,2.7373,1.5548,-1.6362,C1
-1.8917,0.93667,-1.468,-0.58443,4.4381,-0.83374,-0.36184,C1
-0.38626,-1.3765,-0.077838,-0.1434,3.5304,-10.428,-2.8829,C1
-3.4039,1.2207,-1.1706,1.9855,0.41943,-2.7718,-3.0831,C1
1.2218,1.7391,-3.4972,1.9592,2.9309,1.0722,-2.3807,C1
-3.9953,2.4138,-3.3212,1.8142,-4.3857,5.0441,-1.1577,C1
-3.3747,-1.8943,-6.719,-1.5443,-0.059006,5.1436,-0.13489,C1
1.8142,-0.48482,-4.0552,2.4303,-0.70956,-7.646,-0.37875,C1
-0.34344,1.6854,-4.1976,0.43182,4.0969,2.2357,-1.7367,C1
-5.1982,0.064582,-4.6006,2.2953,-4.9899,2.5459,-2.0628,C1
-4.0625,3.0377,-6.0526,2.2955,3.6889,-2.0289,-8.7835,C1
-0.55198,0.22709,-3.5953,2.8645,-2.0992,2.6036,-2.5067,C1
2.0239,-1.0048,-4.7227,1.207,4.4428,1.0273,0.31584,C1
0.67783,-1.5653,-7.0484,0.37095,2.6014,3.9092,-0.8452,C1
-1.1028,1.1399,-6.3334,0.88843,-0.77042,-1.2484,-1.0843,C1
-1.3687,1.5734,-5.2829,2.1768,-0.56424,-3.7276,0.62499,C1
-2.4257,1.4912,-0.7233,-0.43605,3.2376,-7.0931,-0.050454,C1
1.1353,2.5117,-0.88319,1.8476,1.5037,5.0483,-1.0488,C1
-4.5985,-0.77707,-6.335,1.1377,0.37137,2.4196,-0.53907,C1
-1.2331,-0.61036,-4.8148,1.8592,0.79756,-3.3962,-1.3679,C1
-6.2066,2.3732,-2.0937,1.7925,4.5695,-2.9965,-3.8173,C1
-0.70028,-1.382,-4.5771,-1.702,3.4193,-18.834,-4.725,C1
-2.4205,-2.3555,-3.2488,0.67963,-3.8702,2.5745,0.18133,C1
0.75847,-2.542,-1.2205,-2.3888,0.88411,-12.129,-3.7857,C1
-5.0833,-2.5242,-6.0557,2.9158,-7.2854,0.54178,-2.8725,C1
1.3381,0.1588,-2.0574,0.5048,-5.7488,4.8033,-0.60896,C1
-2.0759,-0.5883,-2.4723,-1.0759,-2.9555,1.9228,-3.7261,C1
-3.1936,-1.2715,-1.2181,0.3605,-1.7202,-9.1526,-1.6284,C1
-2.8005,1.9411,-3.3724,0.009033,-9.0624,-5.0728,-2.7183,C1
-4.8771,0.0042224,-1.537,-0.29144,1.2031,5.3883,-3.1352,C1
-2.177,-1.8076,-6.6555,1.4355,-5.2652,-5.9794,-2.4214,C1
-1.3803,-0.16676,-3.0692,2.5769,-5.5862,3.8161,-0.29027,C1
-3.6734,-0.95366,-2.516,-1.2336,-7.4719,-2.6677,-5.0062,C1
1.9053,0.21913,-3.642,-0.47098,4.205,4.4236,-1.6237,C1
-0.2002,1.9073,-7.7884,-1.2062,0.14131,-0.41501,-2.2592,C1
1.0265,-2.3833,-5.8194,-1.9888,-6.6876,-2.6914,-3.835,C1
-4.3358,-1.0448,-5.7663,1.7423,2.3031,0.98464,-5.4917,C1
0.39158,0.34077,-4.5887,-1.5163,5.0501,3.5961,-0.29545,C1
-3.3217,3.0168,-1.1582,0.41248,1.6145,1.3494,-2.1071,C1
0.57937,4.4816,-3.046,-1.8066,4.7921,1.3826,-0.093716,C1
-2.0341,-1.0558,-5.9905,1.6796,-20.188,-2.101,-1.1389,C1
-2.5469,3.158,-4.8186,2.6462,-4.2179,-3.3974,0.90752,C1
0.33073,1.628,0.077864,2.7104,2.3214,-2.9246,-0.27298,C1
-4.1538,-4.379,-2.7001,-0.38682,-3.4523,-2.5246,-0.67156,C1
0.28883,2.3094,-1.5991,1.5067,-0.69134,3.9256,-0.63972,C1
1.4466,1.344,-4.2652,2.2266,5.9366,3.9141,-4.7879,C1
-4.6841,2.7855,-4.8941,-4.469,2.0672,5.0808,-1.1234,C1
-4.391,-2.1836,-7.5506,-1.4151,2.3018,3.7539,-2.6971,C1
-4.6881,0.079734,-5.3137,2.7572,2.8549,0.36125,-3.3433,C1
-3.6291,0.55136,-0.53836,1.566,0.49107,-4.7976,-5.321,C1
-2.8853,-0.63913,-3.2652,2.4139,-10.678,2.0439,-6.0689,C1
-1.5408,4.7467,-3.7226,0.32194,0.050845,2.7853,-3.7232,C1
-5.5698,-1.4057,-4.3647,1.5586,-5.2517,4.4234,-2.7528,C1
-1.2476,-0.60138,-6.1688,-2.0255,3.125,0.97401,-1.604,C1
-1.8712,1.6173,-3.7496,-1.512,2.9466,4.6087,-0.40237,C1
-4.0877,-0.79352,-0.59641,-2.9653,1.998,0.53146,-2.5697,C1
-1.4774,-1.6619,-6.8826,-2.2863,0.61254,2.9573,0.22269,C1
-1.1286,3.9244,-4.5081,2.5398,3.5446,1.2112,-1.8412,C1
-1.9517,1.7309,-1.9588,-1.8122,-6.5674,0.39265,-1.8041,C1
-1.5206,-0.61458,-4.5733,1.304,0.044033,2.4638,-1.1495,C1
4.5656,-0.060482,-5.7907,1.2648,2.6672,-6.8531,-2.2437,C1
0.69271,-0.49452,-4.6455,0.5606,3.2736,-2.5695,-1.7853,C1
-2.055,0.32411,-7.2754,2.3118,0.31919,-1.2932,-2.8267,C1
-2.249,1.8902,-5.2942,2.4785,1.2755,1.305,-1.8641,C1
-2.2306,-1.008,-5.5277,-1.4496,-3.9292,1.443,-0.96856,C1
-4.4393,-0.19407,0.70396,-2.4526,-10.302,5.441,-0.56224,C1
-1.2885,-1.5348,-5.2133,0.33419,4.0834,4.9621,-0.14121,C1
-1.7225,3.3884,-4.7542,-0.14834,1.935,1.0635,-2.8295,C1
-4.0262,3.4105,-2.9421,0.78817,2.4521,0.77173,0.86366,C1
4.0935,-0.52568,-3.4862,0.42162,4.8156,4.402,-2.6154,C1
-1.2583,1.372,-5.6444,-2.0314,-8.5281,-7.3997,-3.2653,C1
3.0162,-2.1962,-0.41623,-0.40079,-3.0064,-0.87409,0.057869,C1
1.3355,-1.5587,-5.0202,2.7035,2.5092,-4.4068,-0.082603,C1
-1.7473,0.90055,-6.4232,-0.27375,2.476,-3.527,-6.8253,C1
-4.9768,1.349,-6.9443,0.37103,1.3404,3.3479,-0.43404,C1
-3.5438,1.6394,-1.8974,2.8321,-4.1187,1.6894,-4.5403,C1
-0.14211,-0.57127,-3.2803,-0.32958,4.1081,-0.97022,-3.384,C1
-4.362,-2.4405,-5.9952,-0.069992,-2.7736,0.89314,-1.0983,C1
-3.9429,-3.2091,-1.2498,1.0565,-2.3484,1.5713,-4.694,C1
0.46164,-1.0588,-3.5446,0.50678,1.6966,2.579,-0.086225,C1
-2.2301,-0.97557,-5.1133,0.57378,3.8989,4.0308,-1.7426,C1
-2.1485,2.3187,-8.521,1.7831,-1.546,-7.0065,-2.6554,C1
-6.0801,-3.8641,-6.4393,1.7584,2.4745,4.456,-2.5195,C1
0.79505,2.0444,-1.6106,1.748,5.3915,0.43801,-1.4549,C1
-1.6081,1.9797,-4.7251,0.86974,3.5359,-0.26061,-1.3646,C1
-5.5647,-3.7565,-1.9776,1.9813,-0.65838,-12.294,-0.74606,C1
0.53562,0.054333,-0.752,0.53246,-1.0467,-5.2672,-1.0838,C1
-3.9846,-1.7914,-1.8373,-2.1661,5.0827,3.6448,-2.4926,C1
0.51294,-2.7553,-2.847,1.0714,-2.0892,-0.88825,-1.8186,C1
-1.5521,0.71536,-2.9817,1.3052,-1.8748,-0.08599,-0.38836,C1
-3.2156,1.6062,-7.9674,2.1195,5.5902,1.7386,-2.5097,C1
-3.8787,0.29901,-5.8538,-0.62632,0.3167,4.0498,-1.5316,C1
-2.435,0.84584,-5.5028,0.62788,1.0135,-7.1507,-0.38032,C1
-0.90056,0.67936,-1.6429,0.67779,0.65838,4.1281,-5.3023,C1
-1.0279,1.5891,-4.9584,-0.045031,-2.2923,5.3653,-0.92595,C1
-4.4729,-1.1018,-7.9901,1.6478,1.1431,0.42201,-3.4194,C1
-3.5797,-0.84256,-2.5891,2.0862,2.3244,4.079,-0.25825,C1
